2026-05-26 03:56:06,046 - INFO - ==================================================
2026-05-26 03:56:06,046 - INFO - Distillation Training Configuration
2026-05-26 03:56:06,046 - INFO - ==================================================
2026-05-26 03:56:06,047 - INFO - GPUs: [4, 5, 6, 7]
2026-05-26 03:56:06,047 - INFO - World size: 4
2026-05-26 03:56:06,047 - INFO - Dataset: /media/hdd1/chuxiaohui/AI4Ocean_UATR/DeepShip_622
2026-05-26 03:56:06,047 - INFO - Data type: wav_s@wav_t
2026-05-26 03:56:06,047 - INFO - Batch size: 16
2026-05-26 03:56:06,047 - INFO - Epochs: 200
2026-05-26 03:56:06,047 - INFO - Learning rate: 0.0004
2026-05-26 03:56:06,047 - INFO - Temperature: 2.0
2026-05-26 03:56:06,047 - INFO - Alpha: 0.3
2026-05-26 03:56:06,047 - INFO - Save dir: /media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/01_beta_analysis/B6_beta_learnable
2026-05-26 03:56:06,047 - INFO - ==================================================
2026-05-26 03:56:06,447 - INFO - Train dataset size: 31892
2026-05-26 03:56:06,448 - INFO - Validation dataset size: 10631
2026-05-26 03:56:11,093 - INFO - Student params: 316,234 (0.32M)
2026-05-26 03:56:11,093 - INFO - Teacher params: 164,415,748 (164.42M)
2026-05-26 03:56:11,093 - INFO - Trainable params: 271,242 (0.27M)
2026-05-26 03:56:13,658 - INFO - Start training...
2026-05-26 03:56:13,659 - INFO - No checkpoint found, start from scratch
2026-05-26 03:56:39,353 - INFO - Epoch [1] Batch [0/498]                     Loss: 1.8839, Hard: 1.4593, Soft: 0.4246                     Acc: 31.25% LR: 0.000400                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-05-26 03:56:46,004 - INFO - Epoch [1] Batch [20/498]                     Loss: 1.6651, Hard: 1.3517, Soft: 0.3134                     Acc: 31.25% LR: 0.000400                     Alpha: 0.5                     Beta: -0.001667988603003323                     MemKD: 0.5019353032112122
2026-05-26 03:56:52,688 - INFO - Epoch [1] Batch [40/498]                     Loss: 1.6781, Hard: 1.3540, Soft: 0.3241                     Acc: 31.55% LR: 0.000400                     Alpha: 0.5                     Beta: -0.00799398124217987                     MemKD: 0.5037757158279419
2026-05-26 03:56:59,234 - INFO - Epoch [1] Batch [60/498]                     Loss: 1.6004, Hard: 1.3071, Soft: 0.2933                     Acc: 35.04% LR: 0.000400                     Alpha: 0.5                     Beta: -0.01625235006213188                     MemKD: 0.5054928064346313
2026-05-26 03:57:05,894 - INFO - Epoch [1] Batch [80/498]                     Loss: 1.8500, Hard: 1.4987, Soft: 0.3513                     Acc: 37.89% LR: 0.000400                     Alpha: 0.5                     Beta: -0.025951912626624107                     MemKD: 0.5069534778594971
2026-05-26 03:57:11,665 - INFO - Epoch [1] Batch [100/498]                     Loss: 1.4321, Hard: 1.2049, Soft: 0.2272                     Acc: 40.22% LR: 0.000400                     Alpha: 0.5                     Beta: -0.03498510271310806                     MemKD: 0.5083003044128418
2026-05-26 03:57:17,229 - INFO - Epoch [1] Batch [120/498]                     Loss: 1.3439, Hard: 1.1163, Soft: 0.2276                     Acc: 41.32% LR: 0.000400                     Alpha: 0.5                     Beta: -0.04423428699374199                     MemKD: 0.5096971392631531
2026-05-26 03:57:23,003 - INFO - Epoch [1] Batch [140/498]                     Loss: 1.3962, Hard: 1.1794, Soft: 0.2168                     Acc: 41.80% LR: 0.000400                     Alpha: 0.5                     Beta: -0.05433358624577522                     MemKD: 0.511090099811554
2026-05-26 03:57:28,776 - INFO - Epoch [1] Batch [160/498]                     Loss: 1.2074, Hard: 1.0233, Soft: 0.1841                     Acc: 42.62% LR: 0.000400                     Alpha: 0.5                     Beta: -0.06301047652959824                     MemKD: 0.5126739740371704
2026-05-26 03:57:35,308 - INFO - Epoch [1] Batch [180/498]                     Loss: 1.4577, Hard: 1.2245, Soft: 0.2332                     Acc: 42.96% LR: 0.000400                     Alpha: 0.5                     Beta: -0.07176890224218369                     MemKD: 0.5142288208007812
