epoch,train loss,train acc,test acc
1,1.7458242146089116,0.4142952636282712,0.4295212765957447
2,1.4311635551605633,0.5424942705720504,0.5088652486496783
3,1.235154210883666,0.6324961803813669,0.6303191489361702
4,1.1228304957961017,0.6628628726949028,0.5766843975858486
5,1.0055368341864113,0.7221638659104944,0.7504432632568034
6,0.9119247198104858,0.7544881589909925,0.737145390916378
7,0.8402845500943495,0.7724885411441007,0.7743794334695694
8,0.7616674793276558,0.8177998473937499,0.8200354614156358
9,0.7288286832564654,0.8224312455896388,0.8333333337560613
10,0.6962168058928322,0.8427234531086396,0.8297872340425532
11,0.8826276506969636,0.7559682965916108,0.8120567380113805
12,0.764965065500953,0.7931149732620321,0.7424645398525481
13,0.7216603550362715,0.8113063408091744,0.6799645398525481
14,0.6603442768362117,0.8298319329552472,0.8404255319148937
15,0.6190222509723297,0.8384740263383019,0.7491134760227609
16,0.5697983959141899,0.8565699008696857,0.8665780146071251
17,0.5241694797806561,0.8783422459893048,0.7695035465220188
18,0.4675625631994105,0.890613063771457,0.839095744680851
19,0.46610128401434997,0.8886554623670119,0.8293439720539336
20,0.4040255564100602,0.9113827350942846,0.8670212765957447
21,0.3806202362246692,0.9193563792794783,0.9029255319148937
22,0.37281539215442333,0.9237967914438503,0.9042553191489362
23,0.3296356602786059,0.9361153554151402,0.8949468085106383
24,0.31042370813734393,0.9438025211905413,0.9095744680851063
25,0.2896822515655966,0.9443754776913852,0.925531914893617
26,0.28292455340929845,0.9512032085561497,0.9175531914893617
27,0.2669692927583016,0.9605137511370654,0.9308510638297872
28,0.2595381691733146,0.9552139037433155,0.9361702127659575
29,0.2570976283062588,0.9575534759358288,0.9361702127659575
30,0.25337379768411106,0.9618983957219251,0.9375
