epoch,train loss,train acc,test acc
1,9.368977681838254,0.41739877787503327,0.4574468085106383
2,7.880583686624619,0.5324675326041359,0.5669326249589312
3,6.873442285201129,0.6127291828553307,0.5851063829787234
4,6.119687099507786,0.6588999236968749,0.5407801422666996
5,5.442297351551566,0.7087471354453959,0.7437943270865907
6,4.968929467991711,0.7451298702209391,0.6901595744680851
7,4.551749908987851,0.7543449197860963,0.7850177313419099
8,4.196908105503429,0.7989400306487466,0.8040780146071251
9,3.9797547322543547,0.814362108707428,0.8014184401390401
10,3.86361940276814,0.8232906801815338,0.8080673763092528
11,4.616039881731737,0.759024064171123,0.79033688027808
12,4.043290808239085,0.790154698379537,0.7548758869475507
13,3.7803481173387823,0.8127387322206548,0.7486702127659575
14,3.5112735817139162,0.8181340719926804,0.8138297872340425
15,3.181772990660234,0.8411478231297457,0.7974290784369124
16,2.9614564256872087,0.8528934302814504,0.8789893617021277
17,2.7000749200423133,0.8756684491978609,0.8346631209901039
18,2.4207975654041065,0.8902788391725265,0.8656914893617021
19,2.3572500418214237,0.8946237589586228,0.8665780146071251
20,2.095582168370007,0.9103800612974932,0.8763297872340425
