epoch,train loss,train acc,test acc
1,9.368977681838254,0.41739877787503327,0.4574468085106383
2,7.880583686624619,0.5324675326041359,0.5669326249589312
3,6.873442285201129,0.6127291828553307,0.5851063829787234
4,6.119687099507786,0.6588999236968749,0.5407801422666996
5,5.442297351551566,0.7087471354453959,0.7437943270865907
6,4.968929467991711,0.7451298702209391,0.6901595744680851
7,4.551749908987851,0.7543449197860963,0.7850177313419099
8,4.196908105503429,0.7989400306487466,0.8040780146071251
9,3.9797547322543547,0.814362108707428,0.8014184401390401
10,3.86361940276814,0.8232906801815338,0.8080673763092528
11,4.616039881731737,0.759024064171123,0.79033688027808
12,4.043290808239085,0.790154698379537,0.7548758869475507
13,3.7803481173387823,0.8127387322206548,0.7486702127659575
14,3.5112735817139162,0.8181340719926804,0.8138297872340425
15,3.181772990660234,0.8411478231297457,0.7974290784369124
16,2.9614564256872087,0.8528934302814504,0.8789893617021277
17,2.7000749200423133,0.8756684491978609,0.8346631209901039
18,2.4207975654041065,0.8902788391725265,0.8656914893617021
19,2.3572500418214237,0.8946237589586228,0.8665780146071251
20,2.095582168370007,0.9103800612974932,0.8763297872340425
21,1.9862592405176418,0.9206932776752003,0.836436170212766
22,1.9022760713164182,0.9210752484632686,0.9281914893617021
23,1.748009036250293,0.9357811308162097,0.9188829787234043
24,1.641505957924746,0.9417494274078206,0.9268617021276596
25,1.5419694220318514,0.9457123760871071,0.9321808510638298
26,1.5279182029917915,0.9475267379679144,0.9175531914893617
27,1.4739851916537565,0.9555003821531082,0.9281914893617021
28,1.4195853006393515,0.9528743315508021,0.9335106382978723
29,1.4085168876749947,0.955548128342246,0.9348404255319149
30,1.3926675501354238,0.9565508021390374,0.9335106382978723
