epoch,train loss,train acc,test acc
1,1.6860354412048257,0.45368601995355945,0.5811170212765957
2,1.3524876861648762,0.588903743315508,0.48448581644829286
3,1.2112270258964701,0.6457219251336899,0.6232269507773379
4,1.0872281506099803,0.6949961803813669,0.6724290784369124
5,0.9793145283658237,0.7394480520391209,0.6223404255319149
6,0.8775657826566441,0.7742551568357702,0.751773050490846
7,0.8234386579556898,0.7939744081726686,0.8320035465220188
8,0.7664754685552363,0.8161287243990974,0.8320035465220188
9,0.7275248890254586,0.828113063771457,0.8337765957446809
10,0.7105942586845255,0.8468773875007017,0.8399822699262741
11,0.8749000331297277,0.7767857144223177,0.3962765957446808
12,0.7861011606805465,0.7987012990655746,0.7823581568738247
13,0.7231204372676299,0.8230519482796205,0.7708333337560613
14,0.6833474704607285,0.8415775401069518,0.8156028377248886
15,0.6307338096878745,0.8577635600605112,0.7734929082241464
16,0.6079390608371897,0.8697478994328708,0.8541666675121227
17,0.5558054133213778,0.877626050602306,0.8226950358837208
18,0.5331120394608554,0.895005729746691,0.7335992912028698
19,0.49630405231911867,0.8992551568357702,0.8803191489361702
20,0.48229652985850757,0.9116692135040773,0.9051418443943592
