2026-02-14 10:16:53,329 - INFO - ==================================================
2026-02-14 10:16:53,329 - INFO - Distillation Training Configuration
2026-02-14 10:16:53,330 - INFO - ==================================================
2026-02-14 10:16:53,330 - INFO - GPUs: [4, 5, 6, 7]
2026-02-14 10:16:53,330 - INFO - World size: 4
2026-02-14 10:16:53,330 - INFO - Dataset: /media/hdd1/chuxiaohui/AI4Ocean_UATR/DeepShip_622
2026-02-14 10:16:53,330 - INFO - Data type: wav_s@wav_t
2026-02-14 10:16:53,330 - INFO - Batch size: 16
2026-02-14 10:16:53,330 - INFO - Epochs: 100
2026-02-14 10:16:53,330 - INFO - Learning rate: 0.0005
2026-02-14 10:16:53,330 - INFO - Temperature: 2.0
2026-02-14 10:16:53,330 - INFO - Alpha: 0.3
2026-02-14 10:16:53,330 - INFO - Save dir: checkpoints/grid_deepship_0/num_epochs100_weight_decay0.0001_batch_size16_lr0.0005_distill_typeMTSKD_Temp_freezeTrue_USE_DYNAMIC_DISTILL_WEIGHTFalse_p_encoder0.1_p_classifier0.2
2026-02-14 10:16:53,330 - INFO - ==================================================
2026-02-14 10:16:53,665 - INFO - Train dataset size: 31892
2026-02-14 10:16:53,666 - INFO - Validation dataset size: 10631
2026-02-14 10:16:55,231 - INFO - Student params: 316,234 (0.32M)
2026-02-14 10:16:55,231 - INFO - Teacher params: 164,415,748 (164.42M)
2026-02-14 10:16:55,231 - INFO - Trainable params: 271,242 (0.27M)
2026-02-14 10:16:55,738 - INFO - Start training...
2026-02-14 10:16:55,739 - INFO - No checkpoint found, start from scratch
2026-02-14 10:17:18,976 - INFO - Epoch [1] Batch [0/498]                     Loss: 1.9106, Hard: 1.4674, Soft: 0.4432                     Acc: 31.25% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-14 10:17:22,017 - INFO - Epoch [1] Batch [20/498]                     Loss: 1.7132, Hard: 1.3534, Soft: 0.3598                     Acc: 36.61% LR: 0.000500                     Alpha: 0.5                     Beta: -0.003751328680664301                     MemKD: 0.5023790001869202
2026-02-14 10:17:25,058 - INFO - Epoch [1] Batch [40/498]                     Loss: 1.6372, Hard: 1.3462, Soft: 0.2910                     Acc: 36.59% LR: 0.000500                     Alpha: 0.5                     Beta: -0.012608048506081104                     MemKD: 0.5045933723449707
2026-02-14 10:17:28,074 - INFO - Epoch [1] Batch [60/498]                     Loss: 1.3677, Hard: 1.1715, Soft: 0.1961                     Acc: 38.93% LR: 0.000500                     Alpha: 0.5                     Beta: -0.022786246612668037                     MemKD: 0.506742000579834
2026-02-14 10:17:31,170 - INFO - Epoch [1] Batch [80/498]                     Loss: 1.9002, Hard: 1.5376, Soft: 0.3626                     Acc: 41.20% LR: 0.000500                     Alpha: 0.5                     Beta: -0.035119641572237015                     MemKD: 0.5085495114326477
2026-02-14 10:17:34,234 - INFO - Epoch [1] Batch [100/498]                     Loss: 1.7054, Hard: 1.3754, Soft: 0.3301                     Acc: 42.88% LR: 0.000500                     Alpha: 0.5                     Beta: -0.04646535590291023                     MemKD: 0.5103898644447327
2026-02-14 10:17:38,193 - INFO - Epoch [1] Batch [120/498]                     Loss: 1.1606, Hard: 0.9643, Soft: 0.1963                     Acc: 43.49% LR: 0.000500                     Alpha: 0.5                     Beta: -0.058162204921245575                     MemKD: 0.512333333492279
2026-02-14 10:17:41,448 - INFO - Epoch [1] Batch [140/498]                     Loss: 1.2456, Hard: 1.0829, Soft: 0.1627                     Acc: 44.33% LR: 0.000500                     Alpha: 0.5                     Beta: -0.07106055319309235                     MemKD: 0.5139728784561157
2026-02-14 10:17:44,564 - INFO - Epoch [1] Batch [160/498]                     Loss: 1.2486, Hard: 1.0368, Soft: 0.2119                     Acc: 44.41% LR: 0.000500                     Alpha: 0.5                     Beta: -0.0826176106929779                     MemKD: 0.5157951712608337
2026-02-14 10:17:47,693 - INFO - Epoch [1] Batch [180/498]                     Loss: 1.5912, Hard: 1.3316, Soft: 0.2596                     Acc: 44.27% LR: 0.000500                     Alpha: 0.5                     Beta: -0.09411390870809555                     MemKD: 0.5177019834518433
2026-02-14 10:17:50,690 - INFO - Epoch [1] Batch [200/498]                     Loss: 1.3598, Hard: 1.1561, Soft: 0.2036                     Acc: 44.47% LR: 0.000500                     Alpha: 0.5                     Beta: -0.10529885441064835                     MemKD: 0.5196855664253235
2026-02-14 10:17:53,782 - INFO - Epoch [1] Batch [220/498]                     Loss: 0.9665, Hard: 0.8700, Soft: 0.0965                     Acc: 44.71% LR: 0.000500                     Alpha: 0.5                     Beta: -0.1176946759223938                     MemKD: 0.5212793946266174
2026-02-14 10:17:56,890 - INFO - Epoch [1] Batch [240/498]                     Loss: 1.1453, Hard: 1.0170, Soft: 0.1283                     Acc: 45.33% LR: 0.000500                     Alpha: 0.5                     Beta: -0.12999674677848816                     MemKD: 0.5227939486503601
2026-02-14 10:18:00,554 - INFO - Epoch [1] Batch [260/498]                     Loss: 1.2350, Hard: 1.1022, Soft: 0.1328                     Acc: 45.31% LR: 0.000500                     Alpha: 0.5                     Beta: -0.14253215491771698                     MemKD: 0.5242403745651245
