level,id,name,changes,best_acc,best_auc,best_f1,save_dir
05_student_cfc_branch_ablation,BR1,full_fl_fg_bl_bg,model.student.cfc_branch_mode=full,94.03686982693755,0.9938295516719947,0.9548104037702667,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/05_student_cfc_branch_ablation/BR1_full_fl_fg_bl_bg
05_student_cfc_branch_ablation,BR2,only_fl,model.student.cfc_branch_mode=only_fl,92.82355154251317,0.9913847232893332,0.9318376299161365,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/05_student_cfc_branch_ablation/BR2_only_fl
05_student_cfc_branch_ablation,BR3,fl_fg,model.student.cfc_branch_mode=fl_fg,93.31264108352144,0.9931488456069499,0.9384172258346442,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/05_student_cfc_branch_ablation/BR3_fl_fg
05_student_cfc_branch_ablation,BR4,fl_bl,model.student.cfc_branch_mode=fl_bl,93.08690744920993,0.9930808396840337,0.9325656938253031,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/05_student_cfc_branch_ablation/BR4_fl_bl
