epoch,train loss,train acc,test acc
1,1.6502283787727356,0.4740625,0.45625
2,1.355485200881958,0.5709375,0.45
3,1.2291239234805107,0.60375,0.6375
4,1.1266255643963814,0.6475,0.66875
5,1.04601039737463,0.66875,0.6825
6,0.971392813026905,0.6946875,0.64875
7,0.9265289384126664,0.7096875,0.71
8,0.8820302158594131,0.733125,0.73625
9,0.8575390249490737,0.7409375,0.73875
10,0.8314247271418571,0.749375,0.74
11,2.245830622315407,0.5565625,0.59875
12,1.1866728374361992,0.6315625,0.6575
13,1.0764742425084115,0.6703125,0.61875
14,1.013334351181984,0.6796875,0.70375
15,0.9704225400090217,0.7003125,0.69
16,0.960633229315281,0.7034375,0.69375
17,1.0559294694662094,0.726875,0.655
18,0.8792438560724258,0.7365625,0.715
19,0.8465306228399276,0.7378125,0.72875
20,0.8229917094111443,0.755625,0.7375
21,0.7985887098312378,0.758125,0.74125
22,0.7614279262721538,0.7709375,0.7375
23,0.7531378519535065,0.7734375,0.76
24,0.7198765605688096,0.7959375,0.73625
25,0.6888344618678093,0.8046875,0.77
26,0.6799583245813846,0.8090625,0.75875
27,0.6555383905768395,0.825,0.79875
28,0.6503780503571034,0.8315625,0.7775
29,0.6465555864572525,0.8259375,0.77
30,0.6462323492765427,0.834375,0.7825
