2026-05-25 04:54:10,672 - INFO - ==================================================
2026-05-25 04:54:10,672 - INFO - Distillation Training Configuration
2026-05-25 04:54:10,672 - INFO - ==================================================
2026-05-25 04:54:10,672 - INFO - GPUs: [4, 5, 6, 7]
2026-05-25 04:54:10,672 - INFO - World size: 4
2026-05-25 04:54:10,672 - INFO - Dataset: /media/hdd1/chuxiaohui/AI4Ocean_UATR/DeepShip_622
2026-05-25 04:54:10,672 - INFO - Data type: wav_s@wav_t
2026-05-25 04:54:10,672 - INFO - Batch size: 16
2026-05-25 04:54:10,672 - INFO - Epochs: 200
2026-05-25 04:54:10,672 - INFO - Learning rate: 0.0004
2026-05-25 04:54:10,672 - INFO - Temperature: 2.0
2026-05-25 04:54:10,672 - INFO - Alpha: 0.3
2026-05-25 04:54:10,672 - INFO - Save dir: /media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/04_z_random_range_analysis/Z2_z_2_to_half
2026-05-25 04:54:10,673 - INFO - ==================================================
2026-05-25 04:54:11,290 - INFO - Train dataset size: 31892
2026-05-25 04:54:11,290 - INFO - Validation dataset size: 10631
2026-05-25 04:54:13,671 - INFO - Student params: 316,234 (0.32M)
2026-05-25 04:54:13,671 - INFO - Teacher params: 164,415,748 (164.42M)
2026-05-25 04:54:13,671 - INFO - Trainable params: 271,242 (0.27M)
2026-05-25 04:54:14,533 - INFO - Start training...
2026-05-25 04:54:14,533 - INFO - No checkpoint found, start from scratch
2026-05-25 04:54:43,117 - INFO - Epoch [1] Batch [0/498]                     Loss: 1.8882, Hard: 1.4593, Soft: 0.4289                     Acc: 31.25% LR: 0.000400                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-05-25 04:54:48,432 - INFO - Epoch [1] Batch [20/498]                     Loss: 1.6772, Hard: 1.3659, Soft: 0.3113                     Acc: 31.55% LR: 0.000400                     Alpha: 0.5                     Beta: -0.0016104280948638916                     MemKD: 0.5019509792327881
2026-05-25 04:54:53,699 - INFO - Epoch [1] Batch [40/498]                     Loss: 1.7469, Hard: 1.4032, Soft: 0.3438                     Acc: 32.01% LR: 0.000400                     Alpha: 0.5                     Beta: -0.007723778020590544                     MemKD: 0.5038173794746399
2026-05-25 04:54:58,565 - INFO - Epoch [1] Batch [60/498]                     Loss: 1.5244, Hard: 1.2789, Soft: 0.2455                     Acc: 33.71% LR: 0.000400                     Alpha: 0.5                     Beta: -0.015971971675753593                     MemKD: 0.5055639743804932
2026-05-25 04:55:02,666 - INFO - Epoch [1] Batch [80/498]                     Loss: 1.8003, Hard: 1.4707, Soft: 0.3297                     Acc: 36.96% LR: 0.000400                     Alpha: 0.5                     Beta: -0.026246460154652596                     MemKD: 0.506989598274231
2026-05-25 04:55:06,071 - INFO - Epoch [1] Batch [100/498]                     Loss: 1.7034, Hard: 1.3636, Soft: 0.3398                     Acc: 39.23% LR: 0.000400                     Alpha: 0.5                     Beta: -0.035467881709337234                     MemKD: 0.5083515048027039
2026-05-25 04:55:09,285 - INFO - Epoch [1] Batch [120/498]                     Loss: 1.3474, Hard: 1.1160, Soft: 0.2314                     Acc: 40.34% LR: 0.000400                     Alpha: 0.5                     Beta: -0.04434388875961304                     MemKD: 0.5098112225532532
2026-05-25 04:55:12,892 - INFO - Epoch [1] Batch [140/498]                     Loss: 1.4166, Hard: 1.1914, Soft: 0.2252                     Acc: 40.96% LR: 0.000400                     Alpha: 0.5                     Beta: -0.05412229523062706                     MemKD: 0.5112168192863464
2026-05-25 04:55:16,881 - INFO - Epoch [1] Batch [160/498]                     Loss: 1.1573, Hard: 0.9755, Soft: 0.1818                     Acc: 41.19% LR: 0.000400                     Alpha: 0.5                     Beta: -0.062403734773397446                     MemKD: 0.5127441883087158
2026-05-25 04:55:20,838 - INFO - Epoch [1] Batch [180/498]                     Loss: 1.3867, Hard: 1.1722, Soft: 0.2145                     Acc: 41.47% LR: 0.000400                     Alpha: 0.5                     Beta: -0.07081349194049835                     MemKD: 0.5143598318099976
