level,id,name,changes,best_acc,best_auc,best_f1,save_dir
03_memkd_weight_analysis,M1,short_0_25_long_0_5,distillation.memkd_long_weight=0.5;distillation.memkd_short_weight=0.25,89.49468085106383,0.9874183775317189,0.9200808052091549,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/shipsear/03_memkd_weight_analysis/M1_short_0_25_long_0_5
03_memkd_weight_analysis,M2,short_0_25_long_1_0,distillation.memkd_long_weight=1.0;distillation.memkd_short_weight=0.25,89.22872340425532,0.980540719530012,0.8992078726735517,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/shipsear/03_memkd_weight_analysis/M2_short_0_25_long_1_0
03_memkd_weight_analysis,M3,short_0_25_long_2_0,distillation.memkd_long_weight=2.0;distillation.memkd_short_weight=0.25,89.76063829787235,0.9875332984082046,0.9145958903896302,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/shipsear/03_memkd_weight_analysis/M3_short_0_25_long_2_0
03_memkd_weight_analysis,M4,short_0_5_long_0_5,distillation.memkd_long_weight=0.5;distillation.memkd_short_weight=0.5,89.49468085106383,0.9849548180106649,0.9145772522153137,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/shipsear/03_memkd_weight_analysis/M4_short_0_5_long_0_5
03_memkd_weight_analysis,M5,short_0_5_long_1_0,distillation.memkd_long_weight=1.0;distillation.memkd_short_weight=0.5,90.29255319148936,0.9809675753901882,0.9148801605153296,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/shipsear/03_memkd_weight_analysis/M5_short_0_5_long_1_0
03_memkd_weight_analysis,M6,short_0_5_long_2_0,distillation.memkd_long_weight=2.0;distillation.memkd_short_weight=0.5,89.8936170212766,0.9882139399072576,0.9039290937226578,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/shipsear/03_memkd_weight_analysis/M6_short_0_5_long_2_0
03_memkd_weight_analysis,M7,short_1_0_long_0_5,distillation.memkd_long_weight=0.5;distillation.memkd_short_weight=1.0,91.22340425531915,0.9860421338024677,0.904521756592509,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/shipsear/03_memkd_weight_analysis/M7_short_1_0_long_0_5
03_memkd_weight_analysis,M8,short_1_0_long_1_0,distillation.memkd_long_weight=1.0;distillation.memkd_short_weight=1.0,90.15957446808511,0.9841239312331442,0.9158850183099244,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/shipsear/03_memkd_weight_analysis/M8_short_1_0_long_1_0
03_memkd_weight_analysis,M9,short_1_0_long_2_0,distillation.memkd_long_weight=2.0;distillation.memkd_short_weight=1.0,90.82446808510639,0.9869325728324053,0.9203050860311291,/media/hdd1/fubohan/Code/UATR/checkpoints/hyperparameter_analysis/shipsear/03_memkd_weight_analysis/M9_short_1_0_long_2_0
