2026-02-15 12:25:32,852 - INFO - ==================================================
2026-02-15 12:25:32,852 - INFO - Distillation Training Configuration
2026-02-15 12:25:32,852 - INFO - ==================================================
2026-02-15 12:25:32,852 - INFO - GPUs: [4, 5, 6, 7]
2026-02-15 12:25:32,852 - INFO - World size: 4
2026-02-15 12:25:32,852 - INFO - Dataset: /media/hdd1/chuxiaohui/AI4Ocean_UATR/DeepShip_622
2026-02-15 12:25:32,853 - INFO - Data type: wav_s@wav_t
2026-02-15 12:25:32,853 - INFO - Batch size: 16
2026-02-15 12:25:32,853 - INFO - Epochs: 150
2026-02-15 12:25:32,853 - INFO - Learning rate: 0.0005
2026-02-15 12:25:32,853 - INFO - Temperature: 2.0
2026-02-15 12:25:32,853 - INFO - Alpha: 0.3
2026-02-15 12:25:32,853 - INFO - Save dir: checkpoints/grid_deepship_0/num_epochs150_weight_decay0.0001_batch_size16_lr0.0005_distill_typeMTSKD_Temp_freezeTrue_USE_DYNAMIC_DISTILL_WEIGHTTrue_p_encoder0.1_p_classifier0.5
2026-02-15 12:25:32,853 - INFO - ==================================================
2026-02-15 12:25:33,016 - INFO - Train dataset size: 31892
2026-02-15 12:25:33,016 - INFO - Validation dataset size: 10631
2026-02-15 12:25:34,268 - INFO - Student params: 316,234 (0.32M)
2026-02-15 12:25:34,268 - INFO - Teacher params: 164,415,748 (164.42M)
2026-02-15 12:25:34,268 - INFO - Trainable params: 271,242 (0.27M)
2026-02-15 12:25:34,961 - INFO - Start training...
2026-02-15 12:25:34,962 - INFO - No checkpoint found, start from scratch
2026-02-15 12:25:59,528 - INFO - Epoch [1] Batch [0/498]                     Loss: 1.4301, Hard: 1.4301, Soft: 0.4205                     Acc: 31.25% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:03,071 - INFO - Epoch [1] Batch [20/498]                     Loss: 1.4613, Hard: 1.4613, Soft: 0.4321                     Acc: 27.98% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:06,812 - INFO - Epoch [1] Batch [40/498]                     Loss: 1.3105, Hard: 1.3105, Soft: 0.3383                     Acc: 31.25% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:10,554 - INFO - Epoch [1] Batch [60/498]                     Loss: 1.2717, Hard: 1.2717, Soft: 0.2864                     Acc: 35.45% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:14,273 - INFO - Epoch [1] Batch [80/498]                     Loss: 1.6871, Hard: 1.6871, Soft: 0.4281                     Acc: 37.81% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:17,969 - INFO - Epoch [1] Batch [100/498]                     Loss: 1.2317, Hard: 1.2317, Soft: 0.3466                     Acc: 39.36% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:21,624 - INFO - Epoch [1] Batch [120/498]                     Loss: 1.0865, Hard: 1.0865, Soft: 0.2947                     Acc: 40.65% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:25,246 - INFO - Epoch [1] Batch [140/498]                     Loss: 1.2838, Hard: 1.2838, Soft: 0.3077                     Acc: 41.31% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:29,015 - INFO - Epoch [1] Batch [160/498]                     Loss: 0.9919, Hard: 0.9919, Soft: 0.2640                     Acc: 41.77% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:32,552 - INFO - Epoch [1] Batch [180/498]                     Loss: 1.1952, Hard: 1.1952, Soft: 0.2942                     Acc: 41.95% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:36,103 - INFO - Epoch [1] Batch [200/498]                     Loss: 1.2631, Hard: 1.2631, Soft: 0.2911                     Acc: 42.41% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:39,817 - INFO - Epoch [1] Batch [220/498]                     Loss: 0.8830, Hard: 0.8830, Soft: 0.2120                     Acc: 42.76% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:43,456 - INFO - Epoch [1] Batch [240/498]                     Loss: 0.9679, Hard: 0.9679, Soft: 0.2535                     Acc: 43.08% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:47,120 - INFO - Epoch [1] Batch [260/498]                     Loss: 1.1852, Hard: 1.1852, Soft: 0.2950                     Acc: 43.27% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:50,721 - INFO - Epoch [1] Batch [280/498]                     Loss: 1.1717, Hard: 1.1717, Soft: 0.2847                     Acc: 43.75% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:54,376 - INFO - Epoch [1] Batch [300/498]                     Loss: 1.3253, Hard: 1.3253, Soft: 0.3267                     Acc: 44.14% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:26:57,979 - INFO - Epoch [1] Batch [320/498]                     Loss: 1.1196, Hard: 1.1196, Soft: 0.2788                     Acc: 44.47% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:27:01,680 - INFO - Epoch [1] Batch [340/498]                     Loss: 1.2803, Hard: 1.2803, Soft: 0.2957                     Acc: 44.59% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
2026-02-15 12:27:05,328 - INFO - Epoch [1] Batch [360/498]                     Loss: 1.0747, Hard: 1.0747, Soft: 0.2292                     Acc: 44.55% LR: 0.000500                     Alpha: 0.5                     Beta: 0.0                     MemKD: 0.5
