epoch,train loss,train acc,test acc
1,4.064510509929555,0.43372803671474763,0.5181737592879762
2,3.5107512550558,0.5609243700211061,0.4729609933305294
3,3.221434914492031,0.6276737967914439,0.613031914893617
4,3.012069931642257,0.6708365165613552,0.663563829787234
5,2.784934840737817,0.7188693661103274,0.7455673763092528
6,2.661861063962314,0.7411191750337733,0.6595744680851063
7,2.5661879930904203,0.7634644769729777,0.7668439720539336
8,2.468842997907955,0.7919690605790858,0.7730496462355269
9,2.3904760935727287,0.7926852562848259,0.8062943270865907
10,2.3461000116113673,0.8019003058499831,0.7810283696397822
11,2.6313688697661948,0.7519098552153072,0.7774822699262741
12,2.5153575772270163,0.7724885411441007,0.6476063829787234
13,2.440572242048335,0.7896294883865723,0.7730496462355269
14,2.3925396401614427,0.7925897632690675,0.7983156036823353
15,2.300915790751656,0.8137891522065841,0.8027482273730826
16,2.2078270185439983,0.8211420933830547,0.7934397167347848
17,2.1716544946884726,0.8327444616486045,0.8000886529049975
18,2.085686642855884,0.8565221546805478,0.8337765957446809
19,2.038431694163358,0.8561879300816174,0.8581560292142503
20,1.9724290511187386,0.8672173418463233,0.8475177313419099
21,1.9057066472456416,0.8785809782099596,0.8789893617021277
22,1.8743387371461022,0.8813502673796791,0.8639184401390401
23,1.839031264743703,0.8902788391725265,0.8634751781504205
24,1.772951924864621,0.8993029033436495,0.9002659574468085
25,1.7553361099671552,0.9038865547129177,0.886968085106383
26,1.7130354260378342,0.9110485104953542,0.8718971635432954
27,1.6862503640791948,0.9180672270728942,0.8838652486496783
28,1.6615243040941616,0.9127196334900065,0.8945035465220188
29,1.6651162310717578,0.9130061118997992,0.8798758869475507
30,1.6470569818415106,0.9169690605790858,0.8918439720539336
