epoch,train loss,train acc,test acc
1,1.2715966009838695,0.4541157375682484,0.6032801422666996
2,1.0440787284131994,0.5885695187165776,0.6223404255319149
3,0.9125982726958983,0.6517379679144385,0.46719858240573964
4,0.7994939222692806,0.7050706648571606,0.6875
5,0.7205536515317499,0.742838044536305,0.7265070930440375
6,0.6289455055553008,0.7827062645060493,0.7615248231177635
7,0.5836604251899821,0.7979851033598344,0.7974290784369124
8,0.5304106002982287,0.8301184113650398,0.8333333337560613
9,0.5016335537408125,0.836468678744719,0.8373226954581889
10,0.49551442910961924,0.8390469825204043,0.8324468085106383
11,0.5987002428840188,0.7786478231297457,0.6830673763092528
12,0.5656149296518316,0.7932582124669284,0.8182624121929737
13,0.5321829590727302,0.8031894577378258,0.7597517738951013
14,0.4578778969253448,0.8368506495327873,0.7340425531914894
15,0.4256560690900221,0.8532276548803809,0.8107269507773379
16,0.3786273014178888,0.8716100078215574,0.8506205677986145
17,0.35427490338922185,0.8824961803813669,0.8838652486496783
18,0.32317506637483995,0.8942895343596923,0.9188829787234043
19,0.30169343310881425,0.9003533233295787,0.8909574468085106
