epoch,train loss,train acc,test acc
1,9.861025718444171,0.4182582124669284,0.43395390155467584
2,8.508702992117978,0.5646008406093413,0.4920212765957447
3,7.801251138595337,0.635886172878551,0.6214539015546758
4,7.2976113028704805,0.684635217814522,0.5651595744680851
5,6.824423221343341,0.7285141332901736,0.7548758869475507
6,6.498227721229594,0.7674751721601435,0.7265070930440375
7,6.220017476515337,0.7771676855291275,0.8098404255319149
8,5.924711347263765,0.8083460659266793,0.8125
9,5.821692109745454,0.8197574487981949,0.8297872340425532
10,5.69660215326809,0.828113063771457,0.8311170212765957
11,6.3293940166738585,0.7823720399071189,0.8085106382978723
12,5.997382778534915,0.8128819711068097,0.6972517738951013
13,5.807308984950264,0.8218105425809157,0.7912234042553191
14,5.629903109953365,0.8295454545454546,0.6152482273730826
15,5.404333734257336,0.8502673796791443,0.8076241143206333
16,5.232728079678541,0.85255920568252,0.8266843975858486
17,5.075862565780069,0.8703208556149733,0.8882978723404256
18,4.870050652141877,0.8819709703884023,0.886968085106383
19,4.813176555429551,0.8876527885702205,0.7770390079376546
20,4.656103468196277,0.9026928955220921,0.8617021276595744
21,4.483361444371269,0.9083747137039103,0.8377659574468085
22,4.434635227376765,0.9087089383028408,0.875
23,4.258309373243607,0.9207410238643381,0.9042553191489362
24,4.17346029995597,0.9230328498677136,0.8843085106382979
25,4.056586301263003,0.9256589001512783,0.9122340425531915
26,4.041867163092057,0.9240832698536429,0.9122340425531915
27,3.9676740909005233,0.9367838046130013,0.9122340425531915
28,3.9425077565851057,0.931101986431183,0.913563829787234
29,3.8994490896316774,0.9364495800140707,0.9162234042553191
30,3.899971366566133,0.932438884826905,0.9215425531914894
